        999	9	17	4	16	15	8	15	21	12	999	6	10	21	9	10	18	9	15	15	9	18	11	15	19	10	13	10	5	5	13	11	10	9	13	17	5	9	18	15	13	13	17	18	15	10	21	4	12	15	5	24	6	16	7	10	7	9	18	10	19	999
        999	4	12	8	20	19	12	19	25	4	6	999	11	23	10	7	20	6	17	17	10	19	8	17	21	11	15	12	6	6	14	8	11	10	14	14	5	10	19	17	15	15	13	20	24	11	23	6	15	17	7	25	3	18	9	7	9	10	20	7	20	999
        999	13	21	5	12	11	9	12	16	8	10	11	999	15	5	16	11	15	8	8	2	11	16	8	15	999	9	6	11	10	7	16	999	2	7	17	11	5	11	8	6	6	19	11	15	999	15	10	6	8	6	17	12	9	4	16	4	5	11	16	12	999
        999	25	26	17	9	10	13	13	9	11	21	23	15	999	9	23	4	23	6	6	12	7	22	6	14	12	13	10	19	18	13	22	12	12	13	14	19	9	7	6	9	6	16	4	1	12	999	18	9	6	12	11	19	7	12	23	12	11	4	23	7	999
        999	12	18	5	12	10	4	9	17	7	9	10	5	9	999	16	9	15	6	6	5	9	16	7	14	6	6	10	11	10	10	16	6	5	10	12	11	999	9	6	7	6	14	9	12	6	12	10	7	7	4	16	11	7	3	16	3	2	9	16	12	999
        999	5	6	12	26	24	17	23	30	21	10	7	16	23	16	999	25	9	21	21	15	24	1	22	26	16	20	17	11	10	19	1	16	15	19	11	10	15	24	21	20	19	9	25	29	16	28	11	20	22	12	30	7	22	14	999	14	15	25	3	25	999
        999	22	22	14	6	6	10	4	10	7	18	20	11	4	9	25	999	24	7	7	13	6	23	7	16	13	14	11	20	20	12	23	13	13	12	16	20	10	6	7	10	8	18	999	5	13	5	19	10	7	14	11	21	8	13	24	13	12	999	24	6	999
        999	6	15	11	24	23	16	23	28	20	9	6	15	23	15	9	24	999	19	20	13	22	11	20	24	14	18	15	9	8	17	11	14	13	17	19	8	13	22	19	18	17	17	23	27	14	26	9	18	20	10	28	8	20	12	10	12	13	23	11	23	999
        999	18	20	11	8	6	7	6	12	4	15	17	8	6	6	21	7	19	999	1	10	5	22	5	13	11	13	10	19	18	9	22	11	10	9	15	19	10	5	999	6	5	17	5	8	11	8	18	6	5	12	12	19	2	11	23	11	11	5	23	7	999
        999	18	20	11	7	5	8	6	12	4	15	17	8	6	6	21	7	20	1	999	9	7	22	5	13	9	13	10	18	17	7	21	9	9	8	13	18	8	6	1	5	4	16	5	9	9	8	17	5	4	11	13	18	999	9	23	9	9	6	23	8	999
        999	12	20	5	11	10	8	12	16	7	9	10	2	12	5	15	13	13	10	9	999	11	17	8	14	2	8	5	11	11	7	17	2	999	7	16	11	4	11	8	6	6	18	11	15	2	14	10	6	8	5	17	12	9	3	16	3	4	11	16	12	999
        999	11	23	14	4	1	11	8	9	6	18	19	11	7	9	24	6	22	5	7	11	999	23	8	16	10	15	11	18	18	7	23	10	10	7	16	18	11	999	6	6	8	18	7	10	10	10	17	4	8	12	10	19	5	10	24	10	11	7	25	5	999
        999	18	5	13	25	23	17	22	30	21	11	8	16	22	16	1	23	11	22	22	17	23	999	22	26	16	20	17	11	11	19	999	16	16	19	9	11	16	25	22	20	20	8	26	29	16	29	11	20	22	12	30	7	1	14	1	14	15	26	2	25	999
        999	9	20	11	9	8	8	6	14	4	15	17	8	6	7	22	7	20	5	5	8	8	22	999	13	6	10	7	15	14	7	20	6	6	7	15	14	5	7	4	3	4	17	8	12	6	11	14	3	999	8	14	15	5	6	19	6	6	8	20	9	999
        999	16	24	15	17	16	13	14	22	13	19	21	15	14	14	26	16	24	13	13	14	16	26	13	999	15	7	11	22	21	16	25	15	14	16	18	22	14	15	11	14	10	20	14	18	15	17	21	14	11	15	22	22	12	13	26	13	12	14	26	17	999
        999	5	21	5	12	11	9	12	17	8	10	11	999	12	6	16	13	14	11	9	2	10	16	6	15	999	9	6	11	10	7	16	999	2	7	17	11	5	11	8	6	6	19	11	15	999	15	10	6	8	6	17	12	9	4	16	4	5	11	16	12	999
        999	11	21	9	16	14	8	13	21	11	13	15	9	13	6	20	14	18	13	13	8	15	20	10	7	9	999	5	15	15	14	21	10	9	14	16	16	6	13	10	12	10	18	13	16	10	16	14	12	11	9	20	16	11	7	20	7	6	13	21	16	999
        999	8	18	6	13	11	4	10	18	8	10	12	6	10	10	17	11	15	10	10	5	11	17	7	11	6	5	999	12	12	11	18	7	6	11	13	12	10	11	7	9	7	16	10	14	7	13	11	9	8	6	17	13	8	4	17	4	3	10	18	13	999
        999	12	16	7	20	19	12	19	25	16	5	6	11	19	11	11	20	9	19	18	11	18	11	15	22	11	15	12	999	1	14	10	10	9	14	16	4	9	18	15	14	13	15	18	22	10	21	1	14	16	6	24	5	16	8	9	8	9	18	10	20	999
        999	12	15	7	19	18	11	18	24	15	5	6	10	18	10	10	20	8	18	17	11	18	11	14	21	10	15	12	1	999	16	10	12	12	16	16	4	12	21	18	17	16	15	22	25	12	25	4	17	19	8	26	5	19	10	9	10	12	22	9	21	999
        999	6	24	10	8	7	13	13	13	6	13	14	7	13	10	19	12	17	9	7	7	7	19	7	16	7	14	11	14	16	999	22	10	9	999	20	17	10	11	7	5	8	22	11	15	10	14	16	5	8	11	14	18	8	10	22	10	11	11	22	9	999
        999	5	5	13	25	23	17	22	29	21	11	8	16	22	16	1	23	11	22	21	17	23	999	20	25	16	21	18	10	10	22	999	16	16	19	9	11	16	25	22	21	20	8	26	29	16	29	11	21	22	12	30	7	23	14	1	14	15	26	2	25	18
        999	13	21	5	12	11	9	12	16	8	10	11	999	12	6	16	13	14	11	9	2	10	16	6	15	999	10	7	10	12	10	16	999	2	7	17	11	5	11	8	8	6	21	11	15	999	15	10	6	8	6	17	12	9	4	16	4	5	11	16	12	5
        999	12	20	5	11	10	8	12	16	7	9	10	2	12	5	15	13	13	10	9	999	10	16	6	14	2	9	6	9	12	9	16	2	999	7	16	11	4	11	8	7	6	18	11	15	2	14	10	6	8	5	17	12	9	3	16	3	4	11	16	12	5
        999	16	24	10	8	7	13	13	13	6	13	14	7	13	10	19	12	17	9	8	7	7	19	7	16	7	14	11	14	16	999	19	7	7	999	20	17	10	11	7	6	8	22	11	15	10	14	16	5	8	11	14	18	8	10	22	10	11	11	22	9	6
        999	12	6	17	17	16	13	14	22	16	17	14	17	14	12	11	16	19	15	13	16	16	9	15	18	17	16	13	16	16	20	9	17	16	20	999	17	14	19	16	16	16	2	18	22	19	22	18	19	16	17	26	13	17	16	8	16	15	18	9	21	21
        999	7	15	7	20	19	12	19	24	16	5	5	11	19	11	10	20	8	19	18	11	18	11	14	22	11	16	12	4	4	17	11	11	11	17	17	999	11	20	17	16	15	12	20	24	11	23	6	15	17	7	25	3	18	9	7	9	10	20	7	20	13
        999	12	18	5	12	10	4	9	17	7	9	10	5	9	999	15	10	13	10	8	4	11	16	5	14	5	6	10	9	12	10	16	5	4	10	14	11	999	9	6	7	6	14	9	12	6	12	10	7	7	4	16	11	7	3	16	3	2	9	16	12	8
        999	21	23	14	4	1	11	8	8	6	18	19	11	7	9	24	6	22	5	6	11	999	25	7	15	11	13	11	18	21	11	25	11	11	11	19	20	9	999	6	6	8	18	7	10	10	10	17	6	8	12	10	19	5	10	24	10	11	7	25	5	9
        999	18	20	11	8	6	7	6	12	4	15	17	8	6	6	21	7	19	999	1	8	6	22	4	11	8	10	7	15	18	7	22	8	8	7	16	17	6	6	999	4	5	17	5	8	11	8	18	6	5	12	12	19	2	11	23	11	11	5	23	7	10
        999	17	23	9	7	6	11	9	12	1	13	15	6	9	7	20	10	18	6	5	6	6	20	3	14	6	12	9	14	17	5	21	8	7	6	16	16	7	6	4	999	4	18	7	11	8	11	15	999	4	9	12	16	4	8	21	8	8	7	21	8	7
        999	16	20	9	9	7	7	6	14	4	13	15	6	6	6	19	8	17	5	4	6	8	20	4	10	6	10	7	13	16	8	20	6	6	8	16	15	6	8	5	4	999	14	6	10	7	9	15	5	2	9	14	16	3	7	21	7	7	6	21	9	7
        999	11	999	17	25	23	17	26	29	23	17	13	19	16	14	9	18	17	17	16	18	18	8	17	20	19	18	16	15	15	22	8	21	18	22	2	12	14	18	17	18	14	999	22	26	21	26	16	23	20	17	30	11	21	19	6	19	19	22	7	25	22
        999	22	22	14	6	6	10	4	10	7	18	20	11	4	9	25	999	23	5	5	11	7	26	8	14	11	13	10	18	22	11	26	11	11	11	18	20	9	7	5	7	6	22	999	5	13	5	19	10	7	14	11	21	8	13	24	13	12	999	24	6	13
        999	25	26	17	9	10	14	999	10	9	15	24	15	1	12	29	5	27	8	9	15	10	29	12	18	15	16	14	22	25	15	29	15	15	15	22	24	12	10	8	11	10	26	5	999	12	1	18	9	6	12	11	19	7	12	23	12	11	4	23	7	11
        999	13	21	5	12	11	9	12	16	8	10	11	999	12	6	16	13	14	11	9	2	10	16	6	15	999	10	7	10	12	10	16	999	2	10	19	11	6	10	11	8	7	21	13	12	999	15	10	6	8	6	17	12	9	4	16	4	5	11	16	12	5
        999	25	26	17	9	10	13	1	9	11	21	23	15	999	12	28	5	26	8	8	14	10	29	11	17	15	16	13	21	25	14	29	15	14	14	22	23	12	10	8	11	9	26	5	1	15	999	18	9	6	12	7	19	7	12	23	12	11	4	23	7	11
        999	16	25	17	19	18	11	18	23	15	4	6	10	18	10	11	19	9	18	17	10	17	11	14	21	10	14	11	1	4	16	11	10	10	16	18	6	10	17	18	15	15	16	19	18	10	18	999	14	16	6	24	5	16	8	9	8	9	18	9	20	12
        999	17	23	9	7	6	11	9	12	999	12	15	6	9	7	20	10	18	6	5	6	4	20	3	14	6	12	9	14	17	5	21	6	6	5	19	15	7	6	6	999	5	23	10	9	6	9	14	999	4	9	12	16	4	8	21	8	8	7	21	8	7
        999	19	20	11	9	8	8	6	14	4	15	17	8	6	7	22	7	20	5	4	8	8	22	999	11	8	11	8	16	19	8	22	8	8	8	16	17	7	8	5	4	2	20	7	6	8	6	16	4	999	8	14	15	5	6	19	6	6	8	20	9	5
        999	9	17	999	13	12	5	12	19	9	5	7	6	12	4	12	14	10	12	11	5	12	12	8	15	6	9	6	6	8	11	12	6	5	11	17	7	4	12	12	9	9	17	14	12	6	12	6	9	8	999	20	8	12	3	12	3	4	14	12	15	8
        999	26	30	20	8	10	18	11	999	12	24	25	17	11	16	30	11	28	12	13	17	10	30	14	22	17	20	17	24	26	14	30	17	17	14	26	25	16	10	12	12	14	30	11	11	17	7	24	12	14	20	999	26	11	17	31	17	18	10	31	7	15
        999	999	11	8	21	19	12	19	26	16	6	3	12	19	11	7	21	8	19	18	12	19	7	15	22	12	16	13	5	5	18	7	12	12	18	13	3	11	19	19	16	16	11	21	19	12	19	5	16	15	8	26	999	19	11	5	11	12	22	5	22	14
        999	19	21	12	6	4	9	7	11	4	16	18	9	7	7	22	8	20	2	999	9	5	1	5	12	9	11	8	16	19	8	23	9	9	8	17	18	7	5	2	4	3	21	8	7	9	7	16	4	5	12	11	19	999	9	23	9	9	6	23	8	9
        999	11	19	3	12	10	6	12	17	8	7	9	4	12	3	14	13	12	11	9	3	10	14	6	13	4	7	4	8	10	10	14	4	3	10	16	9	3	10	11	8	7	19	13	12	4	12	8	8	6	3	17	11	9	999	13	999	4	12	13	13	7
        999	5	6	12	26	24	17	23	31	21	10	7	16	23	16	999	24	10	23	23	16	24	1	19	26	16	20	17	9	9	22	1	16	16	22	8	7	16	24	23	21	21	6	24	23	16	23	9	21	19	12	31	5	23	13	999	14	15	25	3	25	17
        999	11	19	3	12	10	6	12	17	8	7	9	4	12	3	14	13	12	11	9	3	10	14	6	13	4	7	4	8	10	10	14	4	3	10	16	9	3	10	11	8	7	19	13	12	4	12	8	8	6	3	17	11	9	999	14	999	4	12	13	13	7
        999	12	19	4	13	11	5	11	18	8	9	10	5	11	2	15	12	13	11	9	4	11	15	6	12	5	6	3	9	12	11	15	5	4	11	15	10	2	11	11	8	7	19	12	11	5	11	9	8	6	4	18	12	9	4	15	4	999	11	16	14	8
        999	22	22	14	6	6	10	4	10	7	18	20	11	4	9	25	999	23	5	6	11	7	26	8	14	11	13	10	18	22	11	26	11	11	11	18	20	9	7	5	7	6	22	999	4	11	4	18	7	8	14	10	22	6	12	25	12	11	999	24	6	13
        999	5	7	12	26	25	17	23	31	21	10	7	16	23	16	3	24	11	23	23	16	25	2	20	26	16	21	18	10	9	22	2	16	16	22	9	7	16	25	23	21	21	7	24	23	16	23	9	21	20	12	31	5	23	13	3	13	16	24	999	26	18
        999	22	25	15	999	5	13	7	7	8	19	20	12	7	12	25	6	23	7	8	12	5	25	9	17	12	16	13	20	21	9	25	12	12	9	21	20	12	5	7	8	9	25	6	7	12	7	20	8	9	15	7	22	8	13	25	13	14	6	26	999	10
        000	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
