        999	11	999	17	25	23	17	26	29	23	17	12	21	26	18	6	22	15	20	20	20	23	5	20	24	21	21	18	16	15	24	7	20	15	7	23	22	21	16	19	20	23	11	23	28	20	15	6	15	3	8	5	21	20	24	6	15	18	23	20	23	20	999	22	26	21	26	25	23	20	17	30	11	21	19	6	19	19	22	7	25	23	21	17	15	7	16	20	15	18	12	19	16	16	16	20	19	11	19	1	12	999
        999	9	17	999	15	13	6	17	19	9	4	8	5	17	5	12	14	11	11	11	5	14	13	11	15	5	9	6	7	7	10	9	11	7	12	7	14	5	6	4	9	6	7	20	11	6	10	15	8	16	16	13	5	5	10	17	7	5	14	11	9	9	17	14	17	5	17	17	9	11	999	20	8	12	3	12	3	4	14	12	15	7	5	6	7	9	7	11	11	6	8	11	13	9	5	12	11	11	11	15	21	999
        999	22	25	15	999	4	12	9	8	7	16	20	12	9	12	26	6	24	8	7	11	4	25	9	17	12	16	13	20	19	8	22	14	19	26	9	6	12	19	13	9	5	8	6	12	4	15	17	8	3	15	25	12	11	8	17	20	12	4	8	7	9	25	6	9	12	9	19	7	9	13	8	21	6	12	26	12	13	6	26	999	9	12	12	19	22	20	14	24	13	20	23	12	19	25	19	12	24	11	8	11	999
        999	20	23	13	4	999	10	10	9	6	15	19	11	10	10	24	6	23	6	5	10	1	23	8	16	11	14	11	19	18	7	21	12	19	25	7	6	11	18	11	7	10	8	12	16	7	9	10	2	24	23	23	11	10	7	16	19	10	1	6	6	7	23	6	10	11	10	18	6	8	12	10	19	4	10	24	10	11	6	25	5	7	11	10	18	21	19	12	23	11	19	10	11	18	7	23	16	23	29	11	20	999
        999	13	17	6	12	10	999	14	17	11	8	12	9	13	4	17	10	16	7	8	8	11	17	8	13	9	8	4	12	11	13	14	7	12	17	9	10	9	11	5	7	1	11	8	9	6	18	6	11	10	11	17	9	8	13	13	12	4	11	7	11	7	17	10	14	9	13	11	11	8	5	18	12	9	6	17	6	5	10	17	13	11	9	999	11	14	12	7	16	16	12	18	14	21	15	11	16	10	18	9	15	999
        999	25	26	17	9	10	14	999	10	9	15	19	12	13	9	23	4	23	6	6	12	8	22	6	14	12	13	10	19	18	13	21	11	19	23	8	4	12	18	11	6	23	17	22	30	21	11	8	16	11	11	22	12	12	13	14	19	9	8	6	9	6	26	4	999	12	1	18	9	6	12	11	19	7	12	23	12	11	4	23	7	8	12	9	18	21	19	11	23	10	19	21	14	17	12	12	19	12	7	20	18	999
        999	26	29	19	8	9	17	10	999	12	21	25	16	9	17	30	10	28	12	12	16	9	30	14	22	17	21	18	25	24	13	27	19	25	31	14	10	17	24	18	14	8	8	6	14	4	15	17	8	7	5	29	16	16	13	22	24	17	8	12	12	14	29	10	10	16	9	23	12	14	19	999	26	11	17	31	17	18	10	31	7	14	17	17	24	27	25	19	29	18	25	19	12	19	25	11	6	11	4	8	24	999
        999	17	23	9	7	6	11	9	12	999	12	4	8	11	7	21	7	20	4	4	7	6	21	4	13	8	11	8	16	15	6	18	13	16	21	4	7	8	15	8	4	16	16	14	22	13	19	21	15	25	23	21	8	7	6	16	16	7	6	4	1	4	23	7	9	8	11	15	999	4	9	12	16	4	8	21	8	8	7	21	8	4	8	9	15	18	16	13	20	8	16	11	26	17	9	10	14	3	4	21	27	999
        999	9	17	4	16	15	8	15	21	12	999	6	10	21	9	10	18	9	15	15	9	18	11	15	19	10	13	10	5	5	13	7	15	5	10	11	18	10	4	9	13	20	23	6	10	15	17	14	26	25	20	11	10	9	13	17	5	9	18	15	13	13	17	18	15	10	21	4	12	15	5	24	6	16	7	10	7	9	18	10	19	11	10	10	5	7	5	15	9	10	6	16	29	19	8	9	17	19	22	11	7	999
        999	4	12	8	20	19	12	19	25	4	6	999	11	23	10	7	20	6	17	17	10	19	8	17	21	11	15	12	6	6	14	4	17	1	7	4	20	11	6	10	15	11	16	14	5	6	2	21	9	10	12	8	11	10	14	14	5	10	19	17	15	15	13	20	24	11	23	6	15	17	7	25	3	18	9	7	9	10	20	7	20	13	11	12	6	4	6	17	6	12	999	18	23	9	7	6	11	17	14	17	11	999
        999	13	21	5	12	11	9	12	16	8	10	11	999	15	5	16	11	15	8	8	2	11	16	8	15	999	9	6	11	10	7	11	11	11	16	4	11	1	14	5	6	4	3	18	11	6	9	11	8	19	19	16	999	2	7	17	11	5	11	8	6	6	19	11	15	999	15	10	6	8	6	17	12	9	4	16	4	5	11	16	12	4	1	7	10	13	11	11	15	6	11	6	17	4	16	15	8	23	26	27	19	999
        999	25	26	17	9	10	13	13	9	11	21	23	15	999	9	23	4	23	6	6	12	7	22	6	14	12	13	10	19	18	13	11	11	19	23	8	4	12	18	11	6	9	24	10	2	6	16	8	17	5	2	22	12	12	13	14	19	9	7	6	9	6	16	4	1	12	999	18	9	6	12	11	19	7	12	23	12	11	4	23	7	8	12	9	18	21	19	11	23	10	19	11	20	20	20	24	23	15	23	17	6	999
        999	12	18	5	12	10	4	9	17	7	9	10	5	9	999	16	9	15	6	6	5	9	16	7	14	6	6	10	11	10	10	13	11	11	16	6	9	6	10	2	6	25	9	6	12	19	16	16	18	10	11	16	6	5	10	12	11	999	9	6	7	6	14	9	12	6	12	10	7	7	4	16	11	7	3	16	3	2	9	16	12	6	6	3	4	13	11	11	15	10	11	5	8	8	12	11	10	6	10	30	17	999
        999	5	6	12	26	24	17	23	30	21	10	7	16	23	16	999	25	9	21	21	15	24	1	22	26	16	20	17	11	10	19	5	21	10	3	18	25	16	11	15	19	25	3	18	9	6	9	16	22	8	7	1	16	15	19	11	10	15	24	21	20	19	9	25	29	16	28	11	20	22	12	30	7	22	14	999	14	15	25	3	25	18	16	16	10	5	11	21	9	17	7	19	11	18	9	12	11	15	8	12	15	999
        999	22	22	14	6	6	10	4	10	7	18	20	11	4	9	25	999	24	7	7	13	6	23	7	16	13	14	11	20	20	12	22	12	20	24	10	999	13	19	12	8	7	8	8	11	17	8	3	10	16	9	23	13	13	12	16	20	10	6	7	10	8	18	999	5	13	5	19	10	7	14	11	21	8	13	24	13	12	999	24	6	10	13	10	20	22	20	12	24	11	21	15	14	21	22	21	15	8	15	11	24	999
        999	6	15	11	24	23	16	23	28	20	9	6	15	23	15	9	24	999	19	20	13	22	11	20	24	14	18	15	9	8	17	10	19	8	11	16	23	14	9	13	17	17	12	9	3	16	3	4	11	15	10	11	14	13	17	19	8	13	22	19	18	17	17	23	27	14	26	9	18	20	10	28	8	20	12	10	12	13	23	11	23	16	14	14	8	10	9	19	999	15	5	15	21	3	17	24	13	18	15	19	27	999
        999	18	20	11	8	6	7	6	12	4	15	17	8	6	6	21	7	19	999	1	10	5	22	5	13	11	13	10	19	18	9	18	11	19	23	7	5	11	18	11	5	3	10	16	9	18	13	11	11	18	20	22	11	10	9	15	19	10	5	999	6	5	17	5	8	11	8	18	6	5	12	12	19	2	11	23	11	11	5	23	7	7	11	9	18	21	19	11	23	10	19	16	12	11	11	22	11	15	12	11	19	999
        999	18	20	11	7	5	8	6	12	4	15	17	8	6	6	21	7	20	1	999	9	7	22	5	13	9	13	10	18	17	7	20	11	18	23	5	6	9	17	9	5	19	11	21	11	8	16	16	22	9	7	21	9	9	8	13	18	8	6	1	5	4	16	5	9	9	8	17	5	4	11	13	18	999	9	23	9	9	6	23	8	5	9	9	17	20	18	11	22	10	18	16	11	23	6	5	11	4	8	12	18	999
        999	12	20	5	11	10	8	12	16	7	9	10	2	12	5	15	13	13	10	9	999	11	17	8	14	2	8	5	11	11	7	14	10	11	16	4	11	2	14	4	6	17	14	26	25	12	9	21	14	21	11	17	2	999	7	16	11	4	11	8	6	6	18	11	15	2	14	10	6	8	5	17	12	9	3	16	3	4	11	16	12	4	2	6	11	14	11	10	16	5	12	17	10	16	7	15	1	10	7	15	21	999
        999	21	23	14	4	1	11	8	9	6	18	19	11	7	9	24	6	22	5	7	11	999	23	8	16	10	15	11	18	18	7	21	12	18	25	7	7	10	17	11	8	23	17	17	14	26	25	13	4	4	2	23	10	10	7	16	18	11	999	6	6	8	18	7	10	10	10	17	4	8	12	10	19	5	10	24	10	11	7	25	5	7	10	10	18	21	18	12	23	11	19	23	16	21	28	24	23	7	4	12	18	999
        999	5	5	13	25	23	17	22	30	21	11	8	16	22	16	1	23	11	22	22	17	23	999	22	26	16	20	17	11	11	19	3	23	11	2	18	26	16	11	15	20	13	16	4	5	11	3	15	1	3	5	999	16	16	19	9	11	16	25	22	20	20	8	26	29	16	29	11	20	22	12	30	7	1	14	1	14	15	26	2	25	18	16	17	11	3	11	23	9	17	8	11	5	11	14	21	10	15	12	8	12	999
        999	19	20	11	9	8	8	6	14	4	15	17	8	6	7	22	7	20	5	5	8	8	22	999	13	6	10	7	15	14	7	17	12	14	20	2	8	6	14	6	4	20	17	9	8	17	18	13	7	10	24	20	6	6	7	15	14	5	7	4	3	4	17	8	12	6	11	14	3	999	8	14	15	5	6	19	6	6	8	20	9	2	6	8	14	17	15	12	19	7	15	14	12	8	20	19	12	21	11	17	23	999
        999	22	24	15	17	16	13	14	22	13	19	21	15	14	14	26	16	24	13	13	14	16	26	13	999	15	7	11	22	21	16	24	5	22	26	13	14	15	21	12	10	12	9	11	8	16	19	8	20	9	18	25	15	14	16	18	22	14	15	11	14	10	20	14	18	15	17	21	14	11	15	22	22	12	13	26	13	12	14	26	17	13	15	12	21	24	22	5	26	11	22	7	21	5	12	11	9	28	9	12	11	999
        999	13	21	5	12	11	9	12	17	8	10	11	999	12	6	16	13	14	11	9	2	10	16	6	15	999	9	6	11	10	7	13	11	11	16	4	11	1	14	5	5	9	4	7	4	8	10	10	12	9	9	16	999	2	7	17	11	5	11	8	6	6	19	11	15	999	15	10	6	8	6	17	12	9	4	16	4	5	11	16	12	4	1	7	10	13	11	11	15	6	11	10	9	5	26	15	20	17	2	15	11	999
        999	17	21	9	16	14	8	13	21	11	13	15	9	13	6	20	14	18	13	13	8	15	20	10	7	9	999	5	15	15	14	18	4	16	21	10	13	10	14	6	10	22	16	20	17	9	9	22	4	22	7	21	10	9	14	16	16	6	13	10	12	10	18	13	16	10	16	14	12	11	9	20	16	11	7	20	7	6	13	21	16	10	10	7	15	18	15	4	20	5	16	10	17	7	11	6	5	9	6	4	18	999
        999	14	18	6	13	11	4	10	18	8	10	12	6	10	10	17	11	15	10	10	5	11	17	7	11	6	5	999	12	12	11	15	8	12	18	7	10	7	11	3	7	4	4	7	4	8	10	10	12	9	9	18	7	6	11	13	12	10	11	7	9	7	16	10	14	7	13	11	9	8	6	17	13	8	4	17	4	3	10	18	13	8	7	4	12	15	12	8	17	999	13	11	18	19	13	8	4	10	8	10	19	999
        999	7	16	7	20	19	12	19	25	16	5	6	11	19	11	11	20	9	19	18	11	18	11	15	22	11	15	12	999	1	14	7	16	4	10	12	18	10	1	9	13	22	5	6	6	6	6	19	6	17	10	10	10	9	14	16	4	9	18	15	14	13	15	18	22	10	21	1	14	16	6	24	5	16	8	9	8	9	18	10	20	12	10	11	1	7	999	16	9	11	5	22	8	11	9	26	19	15	12	12	13	999
        999	7	15	7	19	18	11	18	24	15	5	6	10	18	10	10	20	8	18	17	11	18	11	14	21	10	15	12	1	999	16	6	18	4	9	15	22	12	4	12	16	14	11	13	10	18	22	11	23	11	20	10	12	12	16	16	4	12	21	18	17	16	15	22	25	12	25	4	17	19	8	26	5	19	10	9	10	12	22	9	21	15	12	13	999	6	4	18	8	14	5	23	18	15	15	16	16	17	9	12	4	999
        999	16	24	10	8	7	13	13	13	6	13	14	7	13	10	19	12	17	9	7	7	7	19	7	16	7	14	11	14	16	999	19	16	17	22	6	11	10	15	11	8	26	16	21	18	10	9	22	3	23	7	22	10	9	999	20	17	10	11	7	5	8	22	11	15	10	14	16	5	8	11	14	18	8	10	22	10	11	11	22	9	6	10	13	16	19	16	16	21	12	17	12	10	7	7	4	16	2	9	14	10	999
        999	4	7	9	22	21	14	21	27	18	7	4	11	11	13	5	22	10	18	20	14	21	3	17	24	13	18	15	7	6	19	999	19	8	3	16	23	14	8	13	17	17	12	16	13	20	21	9	23	13	20	4	14	13	17	10	8	13	22	19	18	17	8	23	26	14	26	8	18	20	9	27	4	20	12	4	12	13	23	3	23	23	14	14	8	999	8	19	8	15	5	10	17	6	8	12	10	20	17	30	8	999
        999	18	20	11	14	12	7	11	19	13	15	17	11	11	11	21	12	19	11	11	10	12	23	12	5	11	4	8	16	18	16	19	999	16	23	11	11	12	15	8	8	13	4	17	4	3	10	18	23	11	13	22	12	11	15	14	16	11	11	8	11	8	16	11	10	12	14	15	11	8	10	18	17	9	9	22	9	8	11	23	13	11	12	6	16	19	16	999	21	8	17	4	5	11	18	26	5	8	18	6	18	999
        999	7	15	7	19	19	12	19	25	16	5	1	11	19	11	10	20	8	19	18	11	18	11	14	22	11	16	12	4	4	17	8	16	999	7	13	20	11	6	10	15	15	1	10	7	10	12	10	14	12	11	17	11	10	14	14	1	11	20	17	15	15	12	20	24	11	23	6	15	17	7	25	3	18	9	7	9	10	20	7	20	13	11	12	6	4	6	17	7	12	3	5	23	9	6	25	4	12	9	23	21	999
        999	5	7	12	26	25	17	23	31	21	10	7	16	23	16	3	24	11	23	23	16	25	2	20	26	16	21	18	10	9	22	3	23	7	999	19	24	17	11	16	20	7	7	11	9	18	21	12	11	9	20	1	17	16	20	8	11	16	25	21	21	20	6	24	28	17	27	11	21	22	13	30	7	23	15	2	15	16	24	999	26	19	17	19	11	3	11	22	11	18	8	23	17	26	24	11	12	9	22	8	8	999
        999	15	23	7	9	7	9	8	14	4	11	4	4	8	6	18	10	16	7	5	4	7	18	2	13	4	10	7	12	15	6	16	11	13	19	999	9	7	14	7	5	8	4	8	9	15	18	9	8	6	17	21	7	7	7	16	15	6	8	5	3	5	18	9	12	7	12	14	3	5	9	14	16	6	7	20	7	7	9	21	9	999	7	9	15	18	15	12	20	8	16	17	7	19	21	17	14	12	14	13	4	999
        999	22	22	14	6	6	10	4	10	7	18	20	11	4	9	25	999	23	5	6	11	7	26	8	14	11	13	10	18	22	11	23	11	20	24	9	999	13	19	12	8	9	5	7	7	15	18	14	16	6	24	23	13	13	12	16	20	10	6	7	10	8	18	999	5	13	5	19	10	7	14	11	21	8	13	24	13	12	999	24	6	10	13	10	20	22	20	12	21	11	21	7	5	15	16	31	26	7	4	24	2	999
        999	13	21	5	12	11	9	12	17	8	10	11	1	12	6	16	13	14	11	9	2	10	16	6	15	1	10	7	10	12	10	14	12	11	17	7	13	999	10	5	6	25	23	21	17	15	7	17	19	8	26	17	1	2	7	17	11	5	11	8	6	6	19	11	15	1	14	10	6	8	6	17	12	9	4	16	4	5	11	16	12	4	999	7	10	13	11	11	15	6	12	12	11	15	8	17	35	22	14	13	17	999
        999	7	16	6	19	18	11	18	24	15	4	6	14	18	10	11	19	9	18	17	14	17	11	14	21	14	14	11	1	4	15	8	15	6	11	14	19	10	999	9	13	6	10	13	10	20	22	5	8	11	14	9	10	9	14	16	4	9	18	15	14	13	15	18	22	10	21	999	14	16	6	24	5	16	8	9	8	9	18	9	20	12	10	10	1	6	1	15	8	11	4	5	4	19	15	15	22	24	12	10	9	999
        999	12	19	4	13	11	5	11	18	8	9	10	5	11	2	15	12	13	11	9	4	11	15	6	12	5	6	3	9	12	11	13	8	10	16	7	12	5	9	999	7	7	8	12	9	18	21	18	20	9	27	16	5	4	10	14	11	2	12	8	8	7	17	11	15	5	14	10	8	9	4	19	11	10	2	16	2	999	11	16	14	6	5	5	10	13	11	8	15	4	11	19	16	8	5	3	15	16	7	3	6	999
        999	16	20	9	9	7	7	6	14	4	13	15	6	6	6	19	8	17	5	5	6	8	20	4	10	5	10	7	13	16	8	17	8	15	20	5	8	6	13	7	999	12	4	1	7	10	13	11	8	10	18	20	7	7	9	12	16	6	7	2	5	999	14	6	10	7	9	15	5	2	9	14	16	3	7	21	7	7	6	21	9	5	7	7	8	5	16	9	20	8	16	10	4	26	24	8	10	8	6	3	12	999
        999	6	23	6	5	10	1	23	8	16	20	11	4	9	25	25	7	17	3	19	17	23	13	20	12	9	22	4	22	14	26	17	13	15	7	8	9	25	6	7	12	999	5	23	5	10	6	8	13	8	11	8	12	15	3	8	5	6	11	21	7	1	9	11	21	6	6	2	16	28	11	11	12	19	5	6	15	4	19	16	21	9	6	8	12	25	12	11	10	10	2	12	10	14	11	10	11	19	15	10	24	999
        999	10	11	7	8	8	11	17	8	16	23	16	3	24	9	3	8	12	10	11	14	17	16	17	9	4	16	4	5	11	16	12	4	1	7	4	5	23	10	8	4	5	999	8	2	10	6	8	19	10	13	10	16	17	7	19	23	23	21	8	25	18	23	15	4	17	9	18	7	11	19	10	15	4	11	6	16	10	20	11	7	16	16	16	17	16	13	14	10	13	9	15	9	14	15	16	18	12	7	8	10	999
        999	4	23	20	6	12	8	22	6	14	6	14	18	10	6	18	8	9	16	21	26	17	4	9	11	7	20	7	6	13	21	16	17	10	11	8	7	21	13	12	1	23	8	999	18	16	5	8	21	11	15	12	9	11	21	7	7	8	19	13	5	12	12	7	12	11	7	9	10	20	8	10	18	4	2	6	7	9	12	16	5	16	16	15	8	5	10	22	12	17	8	6	22	22	12	18	24	19	20	12	8	999
        999	10	28	11	12	16	9	30	14	22	10	5	11	2	12	9	11	3	9	11	25	14	5	8	8	4	17	4	6	10	18	13	4	7	9	9	7	17	10	9	7	5	2	18	999	18	19	16	15	999	9	6	14	8	20	12	7	5	5	23	7	17	14	4	7	21	9	6	9	22	7	5	23	10	15	19	8	9	4	24	14	9	7	6	10	6	19	23	13	21	11	16	3	23	6	6	21	22	13	6	7	999
        999	7	20	6	4	7	6	21	4	13	15	6	6	6	19	6	17	16	18	8	12	26	11	17	16	8	9	8	6	18	10	20	3	10	18	15	15	15	20	18	10	10	10	16	18	999	6	12	14	12	13	10	11	6	24	23	11	9	21	21	26	4	16	19	7	6	12	12	12	12	14	15	15	23	15	18	19	8	23	17	24	22	11	8	11	12	18	12	10	18	8	11	23	12	6	15	10	18	14	17	13	999
        999	18	15	10	15	9	18	11	15	19	17	2	9	16	16	9	8	3	13	16	9	25	3	18	19	10	9	10	6	22	9	21	10	12	21	18	18	7	22	21	13	6	6	5	19	6	999	2	14	6	6	10	8	7	2	18	11	7	11	6	7	11	4	9	22	15	9	11	11	30	11	6	18	10	11	6	7	11	10	7	11	2	18	15	14	15	13	10	19	25	16	18	10	6	14	15	12	5	11	17	13	999
        999	20	6	15	17	10	6	8	17	21	14	21	11	8	16	16	3	4	11	16	21	13	15	13	8	10	22	10	19	11	22	9	18	10	12	9	14	17	5	18	11	8	8	8	16	12	2	999	5	3	7	11	8	7	25	16	16	10	12	21	17	7	8	5	8	17	7	19	17	8	25	3	18	19	2	6	11	1	14	20	4	12	20	22	6	10	6	19	18	24	15	22	12	5	2	22	3	12	15	16	20	999
        999	11	15	8	8	2	11	16	8	15	26	9	8	17	18	22	10	11	11	22	14	4	1	7	20	12	4	12	6	23	3	23	23	14	11	8	16	19	8	20	8	13	19	21	15	14	14	5	999	4	8	3	24	23	20	3	12	12	20	14	19	3	21	7	12	7	12	7	19	16	15	24	10	27	12	19	4	12	18	8	9	14	9	24	6	5	11	11	13	13	4	11	10	19	10	24	5	17	10	16	12	999
        999	7	3	16	3	24	10	11	7	25	25	10	19	5	10	8	16	15	18	9	21	4	3	10	9	9	22	9	17	11	23	13	11	12	9	6	6	8	11	9	10	8	10	11	999	12	6	3	4	999	17	5	28	26	24	2	4	17	14	31	21	16	8	4	10	25	8	12	27	22	2	9	6	30	9	6	9	6	10	9	25	18	7	12	10	5	10	6	14	7	12	23	14	15	19	12	11	17	4	17	8	999
        999	11	8	16	15	23	11	11	5	23	20	12	19	2	11	7	9	10	20	7	11	2	5	24	18	9	7	9	10	20	7	20	13	11	20	17	24	26	14	27	18	11	13	15	9	13	6	7	8	17	999	2	17	14	11	6	2	18	15	19	28	10	19	11	6	10	11	23	5	7	13	3	18	29	27	23	25	16	11	8	25	10	12	15	11	13	7	12	8	11	4	11	12	7	11	17	17	16	9	15	9	999
        999	5	5	13	25	23	17	22	29	21	11	8	16	22	16	1	23	11	22	21	17	23	999	20	25	16	21	18	10	10	22	4	22	17	1	21	23	17	9	16	20	8	10	12	6	10	10	11	3	5	2	999	16	16	19	9	11	16	25	22	21	20	8	26	29	16	29	11	21	22	12	30	7	23	14	1	14	15	26	2	25	18	16	17	11	3	11	23	9	17	8	14	22	23	6	10	8	12	17	18	10	18
        999	13	21	5	12	11	9	12	16	8	10	11	999	12	6	16	13	14	11	9	2	10	16	6	15	999	10	7	10	12	10	14	12	11	17	7	13	1	10	5	7	12	16	9	14	11	8	8	24	28	17	16	999	2	7	17	11	5	11	8	8	6	21	11	15	999	15	10	6	8	6	17	12	9	4	16	4	5	11	16	12	4	1	7	10	13	11	11	15	6	11	16	18	22	13	6	10	9	6	6	3	5
        999	12	20	5	11	10	8	12	16	7	9	10	2	12	5	15	13	13	10	9	999	10	16	6	14	2	9	6	9	12	9	13	11	10	16	7	13	2	9	4	7	15	17	11	8	6	7	7	23	26	14	16	2	999	7	16	11	4	11	8	7	6	18	11	15	2	14	10	6	8	5	17	12	9	3	16	3	4	11	16	12	4	2	6	11	14	11	10	16	5	12	5	19	20	11	1	7	11	8	5	17	5
        999	16	24	10	8	7	13	13	13	6	13	14	7	13	10	19	12	17	9	8	7	7	19	7	16	7	14	11	14	16	999	17	15	14	20	7	12	7	14	10	9	3	7	21	20	24	2	25	20	24	11	19	7	7	999	20	17	10	11	7	6	8	22	11	15	10	14	16	5	8	11	14	18	8	10	22	10	11	11	22	9	6	10	13	16	19	16	16	21	12	17	8	16	21	6	17	7	10	28	22	25	6
        999	12	6	17	17	16	13	14	22	16	17	14	17	14	12	11	16	19	15	13	16	16	9	15	18	17	16	13	16	16	20	10	14	14	8	16	16	17	16	14	12	8	19	7	12	23	18	16	3	2	6	9	17	16	20	999	17	14	19	16	16	16	2	18	22	19	22	18	19	16	17	26	13	17	16	8	16	15	18	9	21	18	19	13	18	9	18	16	17	14	14	13	19	11	6	10	11	8	18	18	9	21
        999	7	15	7	20	19	12	19	24	16	5	5	11	19	11	10	20	8	19	18	11	18	11	14	22	11	16	12	4	4	17	8	16	1	11	15	20	11	4	11	16	5	23	7	7	11	11	16	12	4	2	11	11	11	17	17	999	11	20	17	16	15	12	20	24	11	23	6	15	17	7	25	3	18	9	7	9	10	20	7	20	13	11	12	6	4	6	17	7	12	3	12	11	19	11	6	10	11	8	13	4	13
        999	12	18	5	12	10	4	9	17	7	9	10	5	9	999	15	10	13	10	8	4	11	16	5	14	5	6	10	9	12	10	13	11	11	16	6	10	5	9	2	6	6	23	8	5	9	7	10	12	17	18	16	5	4	10	14	11	999	9	6	7	6	14	9	12	6	12	10	7	7	4	16	11	7	3	16	3	2	9	16	12	6	6	3	10	13	11	11	15	10	11	3	18	18	10	19	15	19	10	6	13	8
        999	21	23	14	4	1	11	8	8	6	18	19	11	7	9	24	6	22	5	6	11	999	25	7	15	11	13	11	18	21	11	22	11	20	25	8	6	11	18	12	7	11	21	19	5	21	11	12	20	14	15	25	11	11	11	19	20	9	999	6	6	8	18	7	10	10	10	17	6	8	12	10	19	5	10	24	10	11	7	25	5	7	10	10	18	21	18	12	23	11	19	10	19	18	11	16	8	11	11	7	21	9
        999	18	20	11	8	6	7	6	12	4	15	17	8	6	6	21	7	19	999	1	8	6	22	4	11	8	10	7	15	18	7	19	8	17	21	5	7	8	15	8	2	21	8	13	23	21	6	21	14	31	19	22	8	8	7	16	17	6	6	999	4	5	17	5	8	11	8	18	6	5	12	12	19	2	11	23	11	11	5	23	7	7	11	9	18	21	19	11	23	10	19	9	16	15	8	31	24	6	18	7	21	10
        999	17	23	9	7	6	11	9	12	1	13	15	6	9	7	20	10	18	6	5	6	6	20	3	14	6	12	9	14	17	5	18	11	15	21	3	10	6	14	8	5	7	25	5	7	26	7	17	19	21	28	21	8	7	6	16	16	7	6	4	999	4	18	7	11	8	11	15	999	4	9	12	16	4	8	21	8	8	7	21	8	4	8	9	15	18	16	13	20	8	16	9	9	7	6	11	9	18	6	4	18	7
        999	16	20	9	9	7	7	6	14	4	13	15	6	6	6	19	8	17	5	4	6	8	20	4	10	6	10	7	13	16	8	17	8	15	20	5	8	6	13	7	999	1	18	12	17	4	11	7	3	16	10	20	6	6	8	16	15	6	8	5	4	999	14	6	10	7	9	15	5	2	9	14	16	3	7	21	7	7	6	21	9	5	7	7	15	18	16	9	20	8	16	7	12	21	18	20	9	18	11	8	12	7
        999	11	999	17	25	23	17	26	29	23	17	13	19	16	14	9	18	17	17	16	18	18	8	17	20	19	18	16	15	15	22	8	16	12	6	18	18	19	15	17	14	9	23	12	14	16	4	8	21	8	19	8	21	18	22	2	12	14	18	17	18	14	999	22	26	21	26	16	23	20	17	30	11	21	19	6	19	19	22	7	25	23	21	17	15	7	16	20	15	18	12	15	18	23	20	9	17	15	18	6	4	22
